id,formula_text,solution_text,model_text,hybrid_time,backend_only_time,is_hybrid_winner,hybrid_time_diff
178,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123455
c => 123455
b => 123455
a => 123456
}",25.167,108.411,1,-83.244
179,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123455
c => 123455
b => 123455
a => 123456
}",23.832,105.002,1,-81.170
180,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123455
b => 123455
a => 123456
}",23.459,102.174,1,-78.715
181,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123455
b => 123455
a => 123456
}",20.716,99.969,1,-79.253
182,"((not (b < a)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123456
h => 123455
g => 123455
f => 123455
e => 123456
d => 123455
c => 123455
b => 1152921504606846975
a => 1152921504606846975
}",29.002,126.877,1,-97.875
183,"((b < a) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123455
h => 123456
g => 123455
f => 123455
e => 123456
d => 123455
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",27.456,123.645,1,-96.189
184,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123456
c => 123455
b => 123455
a => 123456
}",43.281,122.393,1,-79.112
185,"((not (b < a)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (not (i = 123456)) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123455
h => 123455
g => 123456
f => 123455
e => 123456
d => 123455
c => 123455
b => 1152921504606846975
a => 1152921504606846975
}",26.366,121.791,1,-95.425
186,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123456
c => 123455
b => 123455
a => 123456
}",23.604,107.625,1,-84.021
187,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123455
a => 123456
}",24.843,120.000,1,-95.157
188,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123455
a => 123456
}",25.526,110.278,1,-84.752
189,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123455
a => 123456
}",21.529,100.593,1,-79.064
190,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",42.583,107.514,1,-64.931
191,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",28.114,126.013,1,-97.899
192,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",23.440,110.098,1,-86.658
193,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",21.221,100.718,1,-79.497
194,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123455
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",29.140,102.585,1,-73.445
195,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",26.170,149.522,1,-123.352
196,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",24.537,109.433,1,-84.896
197,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",21.478,102.370,1,-80.892
198,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",25.791,131.769,1,-105.978
199,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",22.155,119.839,1,-97.684
200,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",25.976,107.543,1,-81.567
201,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",23.567,101.949,1,-78.382
202,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",23.299,119.672,1,-96.373
203,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",25.184,110.218,1,-85.034
204,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",23.923,114.809,1,-90.886
205,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",25.174,113.443,1,-88.269
206,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",24.982,109.640,1,-84.658
207,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123455
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",22.641,99.981,1,-77.340
208,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",20.608,97.026,1,-76.418
209,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123455
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",23.090,98.635,1,-75.545
210,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123455
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",21.923,95.262,1,-73.339
211,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",39.027,109.137,1,-70.110
212,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",21.067,97.953,1,-76.886
213,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",20.020,96.075,1,-76.055
214,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",17.463,119.387,1,-101.924
215,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123455
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",24.527,112.834,1,-88.307
216,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123455
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",25.013,107.652,1,-82.639
217,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123455
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",22.672,99.241,1,-76.569
218,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",46.407,106.169,1,-59.762
219,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123455
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",23.638,102.019,1,-78.381
220,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123455
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",22.595,106.821,1,-84.226
221,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",20.675,99.195,1,-78.520
222,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",23.591,100.684,1,-77.093
223,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",23.412,148.225,1,-124.813
224,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",23.590,114.662,1,-91.072
225,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",25.898,111.354,1,-85.456
226,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",25.325,127.786,1,-102.461
227,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",24.430,109.847,1,-85.417
228,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",38.948,138.300,1,-99.352
229,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123455
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",30.754,126.699,1,-95.945
230,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",20.622,98.196,1,-77.574
231,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",18.610,112.512,1,-93.902
232,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",21.316,122.870,1,-101.554
233,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",42.514,113.336,1,-70.822
234,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",14.214,95.046,1,-80.832
235,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 123455
b => 123456
a => 123456
}",24.695,100.103,1,-75.408
236,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123455
c => 123455
b => 123456
a => 123456
}",23.318,98.562,1,-75.244
237,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123455
c => 123455
b => 123456
a => 123456
}",23.747,102.610,1,-78.863
238,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123455
b => 123456
a => 123456
}",22.877,105.228,1,-82.351
239,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123455
b => 123456
a => 123456
}",21.441,96.111,1,-74.670
240,"((b > a) ^ (not (b < a)) ^ (b < c) ^ (a < c) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456))","SAT","{
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 1152921504606846975
b => 1152921504606846974
a => 1152921504606846973
}",18.529,186.746,1,-168.217
241,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",27.889,136.412,1,-108.523
242,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",23.343,107.044,1,-83.701
243,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123456
f => 123455
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",22.991,102.393,1,-79.402
244,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",20.688,99.155,1,-78.467
245,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123455
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",24.691,100.291,1,-75.600
246,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (not (i = 123456)) ^ (j = 123456))","SAT","{
j => 123456
i => 123455
h => 123456
g => 123455
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",22.627,98.453,1,-75.826
247,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",39.147,109.922,1,-70.775
248,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",20.677,100.897,1,-80.220
